Brand,Product Name,Discounted Price,Original Price,Rating,Reviews,Material,Availability,Seller,Product URL
Mast & Harbour,Women Checked Purse,₹637,MRP ₹2199,N/A,N/A,PU,In Stock,Truecom Retail,https://www.myntra.com/clutches/mast+%26+harbour/mast--harbour-women-checked-purse/26172814/buy
Mast & Harbour,Women Checked Purse,₹637,MRP ₹2199,N/A,N/A,PU,In Stock,Truecom Retail,https://www.myntra.com/clutches/mast+%26+harbour/mast--harbour-women-checked-purse/26172810/buy
ROVOK,Pink Colourblocked Purse Clutch,₹639,MRP ₹1599,N/A,N/A,PU,In Stock,AAYANSH LIFESTYLE PRIVATE LIMITED,https://www.myntra.com/clutches/rovok/rovok-pink-colourblocked-purse-clutch/19991004/buy
Mochi,Women Tan Solid Purse,₹645,MRP ₹1290,4.6|83 Ratings,83 Ratings,Synthetic,In Stock,Vision Star,https://www.myntra.com/clutches/mochi/mochi-women-tan-solid-purse/17460490/buy
Mochi,Burgundy Textured Purse Clutch,₹645,MRP ₹1290,4.5|367 Ratings,367 Ratings,Synthetic,In Stock,Vision Star,https://www.myntra.com/clutches/mochi/mochi-burgundy-textured-purse-clutch/17460488/buy
Mochi,Black Purse Clutch,₹645,MRP ₹1290,4.5|364 Ratings,364 Ratings,Synthetic,In Stock,Vision Star,https://www.myntra.com/clutches/mochi/mochi-black-purse-clutch/17460486/buy
Mochi,Peach-Coloured Purse Clutch,₹645,MRP ₹1290,4.5|110 Ratings,110 Ratings,Synthetic,In Stock,Vision Star,https://www.myntra.com/clutches/mochi/mochi-peach-coloured-purse-clutch/17460484/buy
Mochi,Peach-Coloured Textured Embellished Purse Clutch,₹645,MRP ₹1290,4.6|14 Ratings,14 Ratings,Synthetic,In Stock,Vision Star,https://www.myntra.com/clutches/mochi/mochi-peach-coloured-textured-embellished-purse-clutch/17295648/buy
Mochi,Women Green Clutch,₹645,MRP ₹1290,4.6|134 Ratings,134 Ratings,Synthetic,In Stock,Vision Star,https://www.myntra.com/clutches/mochi/mochi-women-green-clutch/17295644/buy
Anouk,Women Textured Purse,₹649,MRP ₹2599,4.4|19 Ratings,19 Ratings,PU,In Stock,Flashtech Retail,https://www.myntra.com/clutches/anouk/anouk-women-textured-purse/24643798/buy
Kuber Industries,Pack Of 2 Embroidered Hand Clutches,₹659,MRP ₹1199,N/A,N/A,Fabric,In Stock,Kuber Mart Industries Private Limited,https://www.myntra.com/clutches/kuber+industries/kuber-industries-pack-of-2-embroidered-hand-clutches/24701644/buy
HAUTE SAUCE by  Campus Sutra,Women Textured Purse Clutch,₹671,MRP ₹1599,N/A,N/A,PU,In Stock,Supercom Net,https://www.myntra.com/clutches/haute+sauce+by++campus+sutra/haute-sauce-by--campus-sutra-women-textured-purse-clutch/22211924/buy
HAUTE SAUCE by  Campus Sutra,Purse Clutch,₹671,MRP ₹1599,N/A,N/A,PU,In Stock,Supercom Net,https://www.myntra.com/clutches/haute+sauce+by++campus+sutra/haute-sauce-by--campus-sutra-purse-clutch/21935744/buy
HAUTE SAUCE by  Campus Sutra,HAUTE SAUCE by Campus Sutra Textured Purse Clutch,₹671,MRP ₹1599,N/A,N/A,Pu,In Stock,Supercom Net,https://www.myntra.com/clutches/haute+sauce+by++campus+sutra/haute-sauce-by-campus-sutra-textured-purse-clutch/21231114/buy
HAUTE SAUCE by  Campus Sutra,HAUTE SAUCE by Campus Sutra White Solid Purse,₹671,MRP ₹1599,4|5 Ratings,5 Ratings,PU,In Stock,Supercom Net,https://www.myntra.com/clutches/haute+sauce+by++campus+sutra/haute-sauce-by-campus-sutra-white-solid-purse/18125948/buy
BohoGirl,Muah Embellished Purse Clutch,₹683,MRP ₹1899,N/A,N/A,Fabric,In Stock,PARUL HANDICRAFTS (P)LTD,https://www.myntra.com/clutches/bohogirl/bohogirl-muah-embellished-purse-clutch/30680432/buy
Mochi,Gold-Toned Embellished Clutch,MRP₹ 690,MRP,4.6|99 Ratings,99 Ratings,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/mochi/mochi-gold-toned-embellished-clutch/13978224/buy
Baggit,Women Snake Skin Textured Purse Clutch,₹695,MRP ₹1390,3.7|13 Ratings,13 Ratings,PU,In Stock,Baggit India Pvt LTD,https://www.myntra.com/clutches/baggit/baggit-women-snake-skin-textured-purse-clutch/23566650/buy
Exotic,Women Printed Purse Clutch,₹696,MRP ₹1699,4.7|102 Ratings,102 Ratings,PU,In Stock,EXOTIC COLLECTIONS,https://www.myntra.com/clutches/exotic/exotic-women-printed-purse-clutch/29615710/buy
Exotic,Women Purse Clutch,₹696,MRP ₹1699,4.7|103 Ratings,103 Ratings,PU,In Stock,EXOTIC COLLECTIONS,https://www.myntra.com/clutches/exotic/exotic-women-purse-clutch/29615704/buy
WALKWAY by Metro,Textured Purse Clutch,MRP₹ 699,MRP,N/A,N/A,Fabric,In Stock,METRO BRANDS,https://www.myntra.com/clutches/walkway+by+metro/walkway-by-metro-textured-purse-clutch/31431938/buy
BohoGirl,Printed Purse Clutch,₹699,MRP ₹999,N/A,N/A,Synthetic,In Stock,PARUL HANDICRAFTS (P)LTD,https://www.myntra.com/clutches/bohogirl/bohogirl-printed-purse-clutch/30481220/buy
CALFNERO,Women Leather Purse Clutch,₹699,MRP ₹1399,N/A,N/A,Leather,In Stock,CALFNERO PRIVATE LIMITED,https://www.myntra.com/clutches/calfnero/calfnero-women-leather-purse-clutch/22608492/buy
CALFNERO,Women Leather Purse Clutch,₹699,MRP ₹1399,4.2|5 Ratings,5 Ratings,Leather,In Stock,CALFNERO PRIVATE LIMITED,https://www.myntra.com/clutches/calfnero/calfnero-women-leather-purse-clutch/22608490/buy
CALFNERO,Women Leather Purse Clutch,₹699,MRP ₹1399,N/A,N/A,Leather,In Stock,CALFNERO PRIVATE LIMITED,https://www.myntra.com/clutches/calfnero/calfnero-women-leather-purse-clutch/22608488/buy
CALFNERO,Genuine Leather Purse Clutch,₹699,MRP ₹1399,4.4|5 Ratings,5 Ratings,Leather,In Stock,CALFNERO PRIVATE LIMITED,https://www.myntra.com/clutches/calfnero/calfnero-genuine-leather-purse-clutch/22608486/buy
Lychee bags,Printed Purse Clutch,₹699,MRP ₹1999,3.8|18 Ratings,18 Ratings,Canvas,In Stock,Creative Fashions,https://www.myntra.com/clutches/lychee+bags/lychee-bags-printed-purse-clutch/21471024/buy
FLYING BERRY,Women Blue Checked Purse With Quilted Detailing,₹699,MRP ₹1999,4.2|6 Ratings,6 Ratings,PU,In Stock,Abhay Overseas Inc.,https://www.myntra.com/clutches/flying+berry/flying-berry-women-blue-checked-purse-with-quilted-detailing/15144910/buy
FLYING BERRY,Women Coffee Brown Striped Purse Clutch,₹699,MRP ₹1999,N/A,N/A,PU,In Stock,Abhay Overseas Inc.,https://www.myntra.com/clutches/flying+berry/flying-berry-women-coffee-brown-striped-purse-clutch/14705316/buy
FLYING BERRY,Women Brown Textured Clutch,₹699,MRP ₹1999,N/A,N/A,PU,In Stock,Abhay Overseas Inc.,https://www.myntra.com/clutches/flying+berry/flying-berry-women-brown-textured-clutch/13736370/buy
FLYING BERRY,Mauve Striped Clutch,₹699,MRP ₹1999,N/A,N/A,PU,In Stock,Abhay Overseas Inc.,https://www.myntra.com/clutches/flying+berry/flying-berry-mauve-striped-clutch/13736368/buy
FLYING BERRY,Black Textured Clutch,₹699,MRP ₹1999,N/A,N/A,PU,In Stock,Abhay Overseas Inc.,https://www.myntra.com/clutches/flying+berry/flying-berry-black-textured-clutch/13736366/buy
FLYING BERRY,Silver-Toned Solid Clutch,₹699,MRP ₹1999,3.9|16 Ratings,16 Ratings,PU,In Stock,Abhay Overseas Inc.,https://www.myntra.com/clutches/flying+berry/flying-berry-silver-toned-solid-clutch/13401274/buy
FLYING BERRY,White Checked Quilted Purse Clutch,₹699,MRP ₹1999,4|9 Ratings,9 Ratings,PU,In Stock,Abhay Overseas Inc.,https://www.myntra.com/clutches/flying+berry/flying-berry-white-checked-quilted-purse-clutch/12455292/buy
FLYING BERRY,White Solid Clutch,₹699,MRP ₹1999,4.3|19 Ratings,19 Ratings,PU,In Stock,Abhay Overseas Inc.,https://www.myntra.com/clutches/flying+berry/flying-berry-white-solid-clutch/11582434/buy
FLYING BERRY,Women Black Solid Quilted Purse Clutch,₹699,MRP ₹1999,4.2|10 Ratings,10 Ratings,PU,In Stock,Abhay Overseas Inc.,https://www.myntra.com/clutches/flying+berry/flying-berry-women-black-solid-quilted-purse-clutch/11422478/buy
FLYING BERRY,Blue Solid Clutch,₹699,MRP ₹1999,3.3|9 Ratings,9 Ratings,PU,In Stock,Abhay Overseas Inc.,https://www.myntra.com/clutches/flying+berry/flying-berry-blue-solid-clutch/11389534/buy
FLYING BERRY,Pink Solid Clutch,₹699,MRP ₹1999,3.3|6 Ratings,6 Ratings,PU,In Stock,Abhay Overseas Inc.,https://www.myntra.com/clutches/flying+berry/flying-berry-pink-solid-clutch/11389530/buy
FLYING BERRY,Tan Brown Solid Purse Clutch,₹699,MRP ₹1999,3|10 Ratings,10 Ratings,PU,In Stock,Abhay Overseas Inc.,https://www.myntra.com/clutches/flying+berry/flying-berry-tan-brown-solid-purse-clutch/11389528/buy
FLYING BERRY,Black Solid Clutch,₹699,MRP ₹1999,4.1|107 Ratings,107 Ratings,PU,In Stock,Abhay Overseas Inc.,https://www.myntra.com/clutches/flying+berry/flying-berry-black-solid-clutch/11240328/buy
FLYING BERRY,Beige Solid Purse Clutch,₹699,MRP ₹1999,4|173 Ratings,173 Ratings,PU,In Stock,Abhay Overseas Inc.,https://www.myntra.com/clutches/flying+berry/flying-berry-beige-solid-purse-clutch/11240324/buy
FLYING BERRY,Grey Quilted Clutch,₹699,MRP ₹1999,3.9|19 Ratings,19 Ratings,PU,In Stock,Abhay Overseas Inc.,https://www.myntra.com/clutches/flying+berry/flying-berry-grey-quilted-clutch/10919726/buy
ZEVORA,Printed Purse Clutch,₹699,MRP ₹2499,4.6|8 Ratings,8 Ratings,Fabric,In Stock,Avenue Overseas Pvt Ltd,https://www.myntra.com/clutches/zevora/zevora-printed-purse-clutch/28489046/buy
Lavie,Women Off White Purse Clutch,₹719,MRP ₹1999,4.3|172 Ratings,172 Ratings,PU,In Stock,Flashtech Retail,https://www.myntra.com/clutches/lavie/lavie-women-off-white-purse-clutch/17724936/buy
Lavie,Ava Women Maroon Solid Foldover Clutch,₹719,MRP ₹1999,4.3|51 Ratings,51 Ratings,PU,In Stock,Flashtech Retail,https://www.myntra.com/clutches/lavie/lavie-ava-women-maroon-solid-foldover-clutch-/17724934/buy
Lavie,Ava Gunmetal-Toned Solid Foldover Clutch,₹719,MRP ₹1999,4.3|394 Ratings,394 Ratings,PU,In Stock,Flashtech Retail,https://www.myntra.com/clutches/lavie/lavie-ava-gunmetal-toned-solid-foldover-clutch/15843422/buy
Bag Pepper,Textured Purse Clutch,MRP₹ 738,MRP,4.4|24 Ratings,24 Ratings,Fabric,In Stock,BAG STATION,https://www.myntra.com/clutches/bag+pepper/bag-pepper-textured-purse-clutch/28610558/buy
Bag Pepper,Printed Cotton Jute Purse,MRP₹ 738,MRP,4.3|6 Ratings,6 Ratings,"Cotton, Jute",In Stock,BAG STATION,https://www.myntra.com/clutches/bag+pepper/bag-pepper-printed-cotton-jute-purse/28610550/buy
Bag Pepper,Animal Textured Purse Clutch With Wallet,MRP₹ 738,MRP,5|6 Ratings,6 Ratings,Cotton jute fabric,In Stock,BAG STATION,https://www.myntra.com/clutches/bag+pepper/bag-pepper-animal-textured-purse-clutch-with-wallet/28610534/buy
DULI,Textured Crossbody Cotton Purse Clutch,₹749,MRP ₹999,N/A,N/A,Cotton,In Stock,Tempus Gems Pvt Ltd,https://www.myntra.com/clutches/duli/duli-textured-crossbody-cotton-purse-clutch/32311243/buy
Colorbar,Women Printed Purse Clutch,₹749,MRP ₹999,3|6 Ratings,6 Ratings,Canvas,In Stock,Colorbar cosmetics Pvt Ltd,https://www.myntra.com/clutches/colorbar/colorbar-women-printed-purse-clutch/21567596/buy
Colorbar,Unisex Pink Printed Purse Clutch,₹749,MRP ₹999,N/A,N/A,Canvas,In Stock,Colorbar cosmetics Pvt Ltd,https://www.myntra.com/clutches/colorbar/colorbar-unisex-pink-printed-purse-clutch/21567584/buy
Colorbar,Women Printed Purse Clutch,₹749,MRP ₹999,N/A,N/A,Canvas,In Stock,Colorbar cosmetics Pvt Ltd,https://www.myntra.com/clutches/colorbar/colorbar-women-printed-purse-clutch/21567582/buy
Metro,Women Grey Floral Textured Purse,₹752,MRP ₹990,3.9|19 Ratings,19 Ratings,Synthetic,In Stock,Omnitech Retail,https://www.myntra.com/clutches/metro/metro-women-grey-floral-textured-purse/16561386/buy
Boohoo,Glossy Purse,₹759,MRP ₹1899,N/A,N/A,100% Polyvinyl Chloride (PVC),In Stock,Supercom Net,https://www.myntra.com/clutches/boohoo/boohoo-glossy-purse/22478544/buy
Boohoo,Glossy Purse,₹759,MRP ₹1899,N/A,N/A,100% Polyvinyl Chloride (PVC),In Stock,Supercom Net,https://www.myntra.com/clutches/boohoo/boohoo-glossy-purse/22478298/buy
Lino Perros,Gold-Toned Solid Purse with Sling Strap,₹762,MRP ₹1695,3.9|83 Ratings,83 Ratings,Synthetic Leather,In Stock,Indiflashmart,https://www.myntra.com/clutches/lino+perros/lino-perros-gold-toned-solid-purse-with-sling-strap/1898221/buy
Lino Perros,Black Textured Shimmer Clutch with Chain Strap,₹762,MRP ₹1695,4.4|148 Ratings,148 Ratings,Synthetic leather,In Stock,Indiflashmart,https://www.myntra.com/clutches/lino+perros/lino-perros-black-textured-shimmer-clutch-with-chain-strap/1360714/buy
Lino Perros,Beige Textured Clutch with Chain Strap,₹762,MRP ₹1695,4.5|335 Ratings,335 Ratings,PU,In Stock,Indiflashmart,https://www.myntra.com/clutches/lino+perros/lino-perros-beige-textured-clutch-with-chain-strap/1287755/buy
FRINGES,Embellished Purse Clutch,₹769,MRP ₹2199,N/A,N/A,Fabric,In Stock,M/S VASUNDHARA INTERNATIONAL,https://www.myntra.com/clutches/fringes/fringes-embellished-purse-clutch/30143232/buy
Metro,Textured Wrist Loop Purse,₹777,MRP ₹1690,4.5|21 Ratings,21 Ratings,Synthetic,In Stock,Omnitech Retail,https://www.myntra.com/clutches/metro/metro-textured-wrist-loop-purse/25814490/buy
Mochi,Pink Textured Purse Clutch,₹777,MRP ₹1690,4.1|15 Ratings,15 Ratings,Synthetic,In Stock,Vision Star,https://www.myntra.com/clutches/mochi/mochi-pink-textured-purse-clutch/23642670/buy
SPOTIC,Floral Printed Purse Clutch,₹791,MRP ₹2199,N/A,N/A,Synthetic (PU),In Stock,ZEN CREATION,https://www.myntra.com/clutches/spotic/spotic-floral-printed-purse-clutch/32338427/buy
Kara,Women Leather Purse Clutch,₹791,MRP ₹2329,4|6 Ratings,6 Ratings,Leather,In Stock,LEATHER LINE,https://www.myntra.com/clutches/kara/kara-women-leather-purse-clutch/21854672/buy
Kara,Leather Purse Clutch With Zip Detail,₹791,MRP ₹2329,N/A,N/A,Leather,In Stock,LEATHER LINE,https://www.myntra.com/clutches/kara/kara-leather-purse-clutch-with-zip-detail/21854670/buy
Kara,Women Red Leather Zip Around Wallet,₹791,MRP ₹2329,N/A,N/A,Leather,In Stock,LEATHER LINE,https://www.myntra.com/clutches/kara/kara-women-red-leather-zip-around-wallet/21854668/buy
Kara,Women Leather Purse Clutch,₹791,MRP ₹2329,N/A,N/A,Leather,In Stock,LEATHER LINE,https://www.myntra.com/clutches/kara/kara-women-leather-purse-clutch/21854666/buy
Kara,Women Leather Purse Clutch,₹791,MRP ₹2329,N/A,N/A,Leather,In Stock,LEATHER LINE,https://www.myntra.com/clutches/kara/kara-women-leather-purse-clutch/21854664/buy
Baggit,Embellished Purse Clutch,₹795,MRP ₹1590,N/A,N/A,PU,In Stock,Baggit India Pvt LTD,https://www.myntra.com/clutches/baggit/baggit-embellished-purse-clutch/30052030/buy
Marie Claire,Beige Synthetic Purse Clutch,MRP₹ 799,MRP,N/A,N/A,Synthetic,In Stock,Bata India Limited (OMNI),https://www.myntra.com/clutches/marie+claire/marie-claire-beige-synthetic-purse-clutch/22616530/buy
Boohoo,Cross Hatch Purse Clutch,₹799,MRP ₹1999,N/A,N/A,PU,In Stock,Supercom Net,https://www.myntra.com/clutches/boohoo/boohoo-cross-hatch-purse-clutch/23542192/buy
FARGO,Grey Textured Purse Clutch,₹799,MRP ₹1999,N/A,N/A,Synthetic,In Stock,Retail Grapple,https://www.myntra.com/clutches/fargo/fargo-grey-textured-purse-clutch/16682456/buy
FARGO,Silver-Toned & Gold-Toned Embellished Purse Clutch,₹799,MRP ₹1999,3.7|13 Ratings,13 Ratings,Synthetic,In Stock,Retail Grapple,https://www.myntra.com/clutches/fargo/fargo-silver-toned--gold-toned-embellished-purse-clutch/16682448/buy
Swisni,Black & White Embroidered Purse Clutch,₹799,MRP ₹3199,3.8|6 Ratings,6 Ratings,Fabric,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-black--white-embroidered-purse-clutch/20457590/buy
Kuber Industries,Pack Of 3 Embroidered Purse Clutchs,₹805,MRP ₹3099,N/A,N/A,Silk,In Stock,Kuber Mart Industries Private Limited,https://www.myntra.com/clutches/kuber+industries/kuber-industries-pack-of-3-embroidered-purse-clutchs/28580564/buy
Kuber Industries,Set Of 3 Embroidered Purses,₹805,MRP ₹3099,N/A,N/A,Fabric,In Stock,Kuber Mart Industries Private Limited,https://www.myntra.com/clutches/kuber+industries/kuber-industries-set-of-3-embroidered-purses/28580562/buy
Kuber Industries,Set Of 3 Embroidered Purses,₹805,MRP ₹3099,N/A,N/A,Fabric,In Stock,Kuber Mart Industries Private Limited,https://www.myntra.com/clutches/kuber+industries/kuber-industries-set-of-3-embroidered-purses/28580560/buy
Kuber Industries,Pack of 3 Embroidered Purse Clutch,₹805,MRP ₹3099,N/A,N/A,Fabric,In Stock,Kuber Mart Industries Private Limited,https://www.myntra.com/clutches/kuber+industries/kuber-industries-pack-of-3-embroidered-purse-clutch/28580542/buy
Kuber Industries,Pack Of 3 Embellished Purse Clutch,₹805,MRP ₹3099,N/A,N/A,Fabric,In Stock,Kuber Mart Industries Private Limited,https://www.myntra.com/clutches/kuber+industries/kuber-industries-pack-of-3-embellished-purse-clutch/28580528/buy
Kuber Industries,Pack Of 3 Embroidered Silk Purse Clutch,₹805,MRP ₹3099,N/A,N/A,Silk,In Stock,Kuber Mart Industries Private Limited,https://www.myntra.com/clutches/kuber+industries/kuber-industries-pack-of-3-embroidered-silk-purse-clutch/28580494/buy
Kuber Industries,Set Of 3 Embroidered Purses,₹805,MRP ₹3099,N/A,N/A,N/A,In Stock,Kuber Mart Industries Private Limited,https://www.myntra.com/clutches/kuber+industries/kuber-industries-set-of-3-embroidered-purses/28580490/buy
Kuber Industries,Set Of 3 Embroidered Purses,₹805,MRP ₹3099,N/A,N/A,Fabric,In Stock,Kuber Mart Industries Private Limited,https://www.myntra.com/clutches/kuber+industries/kuber-industries-set-of-3-embroidered-purses/28580488/buy
Kuber Industries,Pack Of 3 Embellished Purse Clutch,₹805,MRP ₹3099,N/A,N/A,Fabric,In Stock,Kuber Mart Industries Private Limited,https://www.myntra.com/clutches/kuber+industries/kuber-industries-pack-of-3-embellished-purse-clutch/28580486/buy
Kuber Industries,Set Of 3 Embellished Purse Clutches,₹805,MRP ₹3099,N/A,N/A,Silk,In Stock,Kuber Mart Industries Private Limited,https://www.myntra.com/clutches/kuber+industries/kuber-industries-set-of-3-embellished-purse-clutches/28580484/buy
CARRY CITY,Textured Purse Clutch,₹809,MRP ₹4499,N/A,N/A,Synthetic leather,In Stock,EARLY BRIGHT FASHION LLP,https://www.myntra.com/clutches/carry+city/carry-city-textured-purse-clutch/30941902/buy
CARRY CITY,Textured Purse Clutch,₹809,MRP ₹4499,3.6|7 Ratings,7 Ratings,Synthetic leather,In Stock,EARLY BRIGHT FASHION LLP,https://www.myntra.com/clutches/carry+city/carry-city-textured-purse-clutch/30940345/buy
Berrylush,Women Blue Clutch,₹811,MRP ₹2799,4|19 Ratings,19 Ratings,100% PU,In Stock,Supercom Net,https://www.myntra.com/clutches/berrylush/berrylush-women-blue-clutch/19654324/buy
Mochi,Peach-Coloured Textured Purse Clutch,₹838,MRP ₹1290,4.7|15 Ratings,15 Ratings,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/mochi/mochi-peach-coloured-textured-purse-clutch/17295650/buy
HAUTE SAUCE by  Campus Sutra,HAUTE SAUCE by Campus Sutra Textured Vegan Leather Purse Clutch,₹844,MRP ₹3379,N/A,N/A,Leather,In Stock,Supercom Net,https://www.myntra.com/clutches/haute+sauce+by++campus+sutra/haute-sauce-by-campus-sutra-textured-vegan-leather-purse-clutch/22040182/buy
Metro,Checked Box Clutch,₹845,MRP ₹1690,N/A,N/A,Synthetic,In Stock,Omnitech Retail,https://www.myntra.com/clutches/metro/metro-checked-box-clutch/30615817/buy
Metro,Textured Wrist Loop Purse,₹845,MRP ₹1690,4.7|26 Ratings,26 Ratings,Synthetic,In Stock,Omnitech Retail,https://www.myntra.com/clutches/metro/metro-textured-wrist-loop-purse/25814488/buy
Metro,Textured Wrist Loop Purse,₹845,MRP ₹1690,4.5|40 Ratings,40 Ratings,Synthetic,In Stock,Omnitech Retail,https://www.myntra.com/clutches/metro/metro-textured-wrist-loop-purse/25814484/buy
Rocia,PU Purse Clutch,₹845,MRP ₹1690,N/A,N/A,PU,In Stock,REGAL BRANDS PRIVATE LIMITED,https://www.myntra.com/clutches/rocia/rocia-pu-purse-clutch/23206434/buy
TRAVALATE,Grey & Brown Printed Purse Clutch,₹854,MRP ₹1499,N/A,N/A,Canvas,In Stock,SETHI INDUSTRIES,https://www.myntra.com/clutches/travalate/travalate-grey--brown-printed-purse-clutch/20095054/buy
TRAVALATE,Cream-Coloured & Brown Printed Purse Clutch,₹854,MRP ₹1499,N/A,N/A,Canvas,In Stock,SETHI INDUSTRIES,https://www.myntra.com/clutches/travalate/travalate-cream-coloured--brown-printed-purse-clutch/20095050/buy
TRAVALATE,Black & White Printed Purse Clutch,₹854,MRP ₹1499,N/A,N/A,Canvas,In Stock,SETHI INDUSTRIES,https://www.myntra.com/clutches/travalate/travalate-black--white-printed-purse-clutch/20095048/buy
